Tweet,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
'Never let your #fear decide your #future �?��?�\nHave an amazing Thursday, \nLove Miss D X',2,1,2,1,7,-2,4.527,-2.589,6.018,-3.623,0,0,0,0,1,0,0,0,0,1,0.787094,1.057592,0.451815,0.682979,1.338262,0.564354,0.713162,0.991125,2.736996,2.341458,0.593022,0.98154,0.464754,3.580911,2.113845,1.369575,1.053292,1.199347,1.741803,-0.808532,0,0,1
'Bring on my interview at hospital tho 🙈🙈 ',0,0,0,0,0,0,0.861,-2.433,1.392,-0.127,0,0,0,1,0,1,0,1,0,0,0.199103,0.098933,0.10918,0.165163,0.057315,0.071092,0.048719,0.11581,0.74256,0.259595,0.047555,0.640477,0.079352,1.573963,0.190885,0.053435,0.165171,0.103802,0.166667,-0.043651,0,0,0
'@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters',1,1,1,1,2,-3,1.452,-2.605,1.963,-7.065,0,0,1,1,0,1,0,0,1,0,0.82649,0.752816,1.138155,0.939218,0.604402,0.729741,0.268045,0.852668,2.938757,2.089867,0.488865,0,1.630337,0.357313,0.999818,0.477613,0.155706,0.738386,0.475505,-1.907051,0,0,0
'i might have #hysteria ,i don\"t kno if it\"s just #anxiety or both,..need a diagnosis cuz somethin\" is messed up,need ert bu i nvr come out',2,0,0,1,0,-2,3.742,-8.925,1.595,-9.177,0,1,0,1,0,0,0,2,1,1,1.848554,1.389118,1.202827,1.605315,0.813828,1.045881,0.855137,1.499962,7.941131,2.78265,1.778342,0.550582,1.160665,4.72712,0,0.381702,0.076924,1.042413,1.482771,-1.380114,0,0,0
'just looked at wood\"s goal again and i dont think his first chance is that bad a miss, horrible height hit hard and level,did well to hit it',2,4,1,4,2,-9,2.878,-8.163,3.697,-7.184,4,0,2,2,0,1,1,1,4,1,1.342347,1.278062,1.189702,1.320418,0.706902,0.708819,0.715364,1.254136,5.414877,2.862124,0.969881,1.600571,1.343762,0.560886,0.05532,1.892142,1.690679,0.724008,3.369311,-3.623849,0,0,1
'Anyyyyone wanna go to fright fest with me on Friday night? 👻',0,1,0,1,0,-2,0.886,-2.442,2.245,-3.443,0,0,0,1,0,0,1,0,1,0,0.618976,0.648667,0.484027,0.604922,0.357608,0.34736,0.321978,0.414576,2.228564,0.868601,0.556614,0.281298,0.054813,1.636232,1.312637,0.324685,0.381956,0,0.180834,-0.3125,0,0,0
'When I walk in darkness of despondency, Sc.verses I\"ve memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency',3,2,1,2,0,-1,4.923,-2.885,4.384,-3.93,1,0,0,1,0,1,0,0,1,1,0.966467,0.588442,0.632428,0.937707,0.395833,0.512988,0.405217,1.190989,3.848966,2.169111,0.817055,0.697033,0.749977,1.043001,2.312024,1.717682,2.310508,0.349236,0.676786,-0.976547,0,0,0
'People have the right to #protest, Not to #loot &amp; #riot &amp; #terrorize #Charlotte\n#Violence &amp; #Anarchy is unacceptable\n@CNN',1,1,1,1,0,-2,0.953,-3.65,2.275,-7.044,0,0,0,0,0,1,0,0,1,0,1.203319,0.492967,0.731009,1.178254,0.34837,0.937089,0.329136,0.572096,3.381815,1.696677,1.76621,0,1.254407,2.699934,0,0,0.00592,0.652246,1.006814,-0.852083,0,0,1
'It\"s never the end / When the moment is dire. / A small spark of hope / Can relight a new fire.',1,1,0,1,3,-5,3.701,-2.319,2.427,-6.589,0,1,1,2,1,1,2,1,2,1,0.999398,0.719014,1.106232,1.160457,0.467629,0.692073,0.450321,0.926325,4.162542,1.744061,0.521792,0.480973,0.117342,1.410741,3.076712,0.306066,0.076229,0.0047,0.623512,-1.543948,0,0,1
'in my dream....They were trying to steal my kidney!!! #nightmare #blackmarket #whydidiwatchthat',1,2,0,1,1,-2,0.405,-4.25,1.146,-5.789,1,0,0,1,0,1,0,0,1,0,0.586822,0.387316,0.445615,0.49872,0.227483,0.39894,0.136734,0.309192,2.437941,0.770478,0.746874,0.381784,1.203098,1.605844,0.237525,0.611697,0.777246,0,0.083631,-0.666667,0,0,0
'@deodevine6 i can\"t bully you and niall impossible😙',0,1,0,1,0,-2,1.628,-0.8,0.413,-3.119,1,0,0,1,0,0,0,0,1,0,0.28377,0.325656,0.202503,0.347867,0.328501,0.135324,0.132263,0.701743,1.207063,1.344202,0.073887,0.291568,1.026446,0.156123,0,0.965859,0.02485,0.301685,0.145833,-0.125,0,0,0
'@BrumSciComm in a danish.  What horror, what depths. #gbbo',0,1,0,0,0,0,1.625,-0.248,1.68,-2.058,1,0,1,1,0,1,1,0,1,0,0.487541,0.297875,0.519616,0.617468,0.188872,0.377394,0.198624,0.411903,2.27423,0.831581,0,0.750746,0.732371,0.704772,0,0,0,0,0,-0.270833,0,0,0
'So not pumped for this interview ',0,0,0,0,0,0,1.876,-1.2,1.557,-0.838,0,0,0,0,0,0,0,0,0,0,0.328076,0.624736,0.238038,0.318784,0.518607,0.264652,0.23792,0.265926,1.242821,1.05273,0.140165,1.784651,0,1.529685,0,0,0.043454,0,0.041667,-0.5,0,0,1
'I\"m way too busy and tired all the time to worry about my past and the things I should be regretting (but I never am).',0,4,0,2,0,-7,2.986,-6.548,3.495,-5.344,0,2,0,1,0,2,0,0,3,0,1.208101,0.873732,1.115905,1.286166,0.663474,0.803325,0.508709,0.962341,5.197062,2.252356,0.772704,0.169779,0.185954,1.584566,0.310353,0.43019,0.664363,1.319285,1.250947,-0.958333,0,0,1
'@tylerhower Covering Milo might make sense—not much, even at that—but celebrating him as puckish is cooperation in something ghastly.',3,1,0,1,3,-2,2.028,-7.684,2.082,-5.344,0,1,1,1,1,0,0,1,1,2,0.734117,0.555251,0.584468,0.728223,0.360554,0.515723,0.274401,0.8487,3.196613,1.721852,0.403751,0.112104,1.235173,0.195575,1.184552,0.156204,0.220919,0.032616,0.727595,-1.004167,0,0,1
'On the way to Laser Vista ... lens implantation ... #LaserVista  #happy',0,0,0,0,0,0,2.391,-1.001,3.662,-0.092,0,0,0,0,0,0,0,1,0,1,0.34312,0.499069,0.368123,0.328283,0.730143,0.147779,0.202527,0.260261,1.568126,1.018369,0.266765,0,0,0.689486,2.656277,0,0.665154,1.338719,0.11553,0,0,0,0
'Huge congrats to my friends at @VoidMovie on the #USAPREMIERE tomorrow! #film  #thevoid #featurefilm #scaryshit',1,0,0,0,3,0,2.751,-0.95,5.534,-1.459,0,1,0,0,0,0,0,0,0,0,0.385916,1.056896,0.365478,0.43469,1.469466,0.155423,0.366787,0.961267,1.365846,2.257033,0.091176,0.640787,0.068327,0.760418,1.276831,0.320492,0.591165,0.443595,0.041667,-0.104167,0,0,0
'@CSTrey4 thanks brotein shake 😈😈😈',0,1,0,1,2,0,2.018,0,0.887,0,0,0,0,0,0,0,0,0,0,0,0.003412,0.404441,0.001432,0.008781,0.681917,0.009297,0.101484,0.47204,0.010355,0.852875,0.070334,0,0,0.073183,0.087149,0,0.129648,0,0.020833,-0.157738,0,0,0
'@astockeyWTAE @SonniAbatta she is terrific at her job, where is she headed-- I missed that?',1,0,1,1,4,-2,2.484,-3.225,3.665,-2.58,0,0,0,0,0,1,0,0,0,1,0.772559,0.499686,0.843123,0.760275,0.280456,0.596646,0.274069,0.646522,2.955442,1.214642,0.292117,0.36533,1.152928,0.56368,0.490638,0.637008,0.062799,0,0.09375,-0.564547,0,0,0
'with terrorism a booming industry in Pak and govt. oblivious of the fact wt happens within its territory Talking Kashmir is Deranged',1,2,1,2,0,0,3.463,-3.198,2.779,-8.07,2,0,2,2,0,1,0,1,2,0,1.352758,0.715719,0.654983,1.181938,0.329245,0.563142,0.343942,0.777897,3.427678,1.305874,0.654748,1.177478,1.591208,2.149633,0.411039,0.113742,0.00592,0.38476,0.54375,-0.354167,0,0,0
'@jaimeotero_ how about saying something like \"if you\"re concerned about privacy use it only in incognito mode\". ',1,1,1,1,2,-2,4.486,-1.186,0.788,-7.435,0,0,0,1,0,1,0,0,0,0,1.261045,0.657612,1.114714,1.465202,0.453168,0.565892,0.517989,1.118652,4.851865,1.787978,1.56519,0.339558,1.316544,1.049041,0,0.23554,0.261749,1.48598,1.49494,-0.0625,0,0,0
'😩😩😩😩 heads melted, very tired but can\"t sleep. ',0,1,0,1,0,-2,1.745,-2.718,2.78,-1.77,0,0,0,0,0,0,0,0,1,0,0.488472,0.375503,0.303763,0.409273,0.327877,0.204025,0.182908,0.429013,1.951898,1.081012,1.422967,0.091207,0.531681,0.481994,0,0.117649,0.110832,0,0.458333,-0.0625,0,0,0
'@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice',3,0,2,0,5,0,3.167,-1.356,1.444,-8.385,0,0,0,1,1,0,1,1,0,4,0.248942,0.826623,0.263583,0.295265,0.929389,0.147932,0.238791,0.949558,1.40825,2.358809,1.583786,0.386336,2.400087,0.184746,0.087149,0.198299,0.03069,1.414059,1.035417,-0.104167,0,0,0
'You can make excuses or you can make time. You can\"t make both. #time #regret  #LifeCoach',0,1,0,1,0,0,4.494,-0.228,1.401,-7.561,0,1,0,0,0,0,0,0,0,0,0.6092,0.930362,0.385838,0.544939,0.897426,0.269794,0.292718,1.227923,2.522811,2.633363,0.777811,0.526958,0.960526,0.512908,0.92278,2.325483,0.022365,1.162109,1.289034,0,0,0,0
'I don\"t want speak front to him   #nopanicattack',1,0,0,0,1,0,1.048,-2.145,0.254,-2.783,0,0,0,0,0,0,0,1,0,1,0.63461,0.442263,0.307743,0.513485,0.211458,0.327912,0.175598,0.629571,1.948945,1.195926,0.729106,0.140337,0.272022,0.016358,0,0.149113,0.500195,0.121076,0.10744,-0.208333,0,0,0
'@TheSummerIsHere Your ass looks horrible! Oh, is that your face?',0,1,0,1,0,-7,2.456,-2.727,0.796,-3.311,1,0,1,1,0,0,0,0,2,0,0.435676,0.49138,0.577689,0.418114,0.58687,0.188173,0.252289,0.421677,1.961178,1.299727,0.620159,0.08118,2.133913,0.225223,0,0.059448,0.210498,0,0,-0.75,0,0,0
'Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons 😃',5,0,4,0,14,0,7.648,-0.669,9.569,-1.107,0,4,0,0,4,1,2,4,0,4,0.306603,0.708466,0.374277,0.319002,0.828596,0.181746,0.418565,0.541089,1.62753,1.894133,0.098167,0.443542,0.088796,1.060334,4.194275,0.148301,0.820367,0.166457,4.564348,-0.291667,0,0,0
'Someone\"s nicked my lunch out the fridge at work!! Roast dinner as well! #fuming',1,0,2,0,0,0,3.292,-4.068,5.682,-3.388,0,0,0,0,0,0,0,0,0,1,0.7145,0.623782,0.668395,0.695336,0.541803,0.345091,0.270259,0.672778,2.597313,1.588773,2.573322,0.537728,0.591576,0.099539,1.186355,0.169772,0.692298,0,1.614096,-0.855114,0,0,0
'@jihnwi u literally name us a word close to prostitutes ok oomf...... 😰',0,1,0,0,0,0,2.33,-1.433,0.174,-3.236,0,0,0,0,0,0,0,1,0,1,0.423302,0.453089,0.534442,0.388607,0.27637,0.216999,0.191524,0.865678,1.949313,1.281646,0.142507,0.438348,1.753668,0.16345,0,0.058402,0.309103,0.360531,0.957452,-0.041667,0,0,0
'@AlisonMoyet Knock, knock!\nWho\"s there?\nA guard\nA guard who?\n...do, do, push pineapple, shake a tree...\n\nI\"ll shut up now.',0,3,0,3,0,0,6.44,-1.7,3.7,-6.394,1,1,1,2,1,0,1,3,0,3,1.622926,1.10596,1.449119,1.372797,0.919294,0.525263,0.498591,1.323967,6.324537,3.114394,3.003214,0.896043,0.805396,0.309361,0.566943,0.142765,1.723806,1.113814,0.287202,-1.341186,0,0,0
'@LogicIsPowerful Not all of them are bad. But I support your right to offend them all.',2,2,2,2,2,-5,1.594,-3.578,0.428,-6.47,2,0,2,1,0,1,0,0,2,0,0.967398,0.676047,0.644352,0.815752,0.938035,0.544733,0.365799,1.215234,3.776352,2.410453,0.83556,0,0.854102,0,0,0.28175,0.126916,0.591986,1.953553,-2.64508,0,0,1
'If u #smile too much😀\nu get frown lines,\nif u #cry too much😣 \nu get eye wrinkles,\n\n🔂 laugh&amp;cry\n\n ...it\"s #life 💗\n\nHave a great day\n\n�?��??\"s',1,3,1,2,3,0,7.179,-2.309,8.765,-6.558,0,0,0,1,0,1,0,0,1,0,1.245199,1.813191,0.884502,1.175399,2.135938,0.615802,1.045886,2.055816,5.141515,4.553851,0.905625,0.168087,0.685851,0.289197,5.636213,1.898819,0.299483,1.403916,1.051589,-0.729167,0,0,0
'Caleb had a nightmare about zombies. I had a dream about freedom.......',2,1,1,1,3,0,0.965,-3.039,1.176,-2.007,0,0,0,1,1,0,0,1,1,1,0.717881,0.346935,0.780854,1.094927,0.296368,0.373663,0.23864,0.412011,3.0479,1.001457,0,0.721342,0.2243,1.746242,1.672969,2.026906,0.319558,0.587213,0.375298,-0.354167,0,0,0
'@LoveMyFFAJacket FaceTime - we can still annoy you 😂',0,1,0,1,0,-2,2.247,-0.664,0.567,-1.663,1,0,1,0,0,0,0,0,1,0,0.151284,0.549907,0.084984,0.180566,0.437836,0.113787,0.222185,0.593916,0.78735,1.198969,1.522325,0.139236,0.088796,0.188563,0.019849,0.024296,0.090337,0.31775,0,-0.676488,0,0,0
'@AleOfATime It would be shocking, but it\"s simply evidence of another entity entering a market assuming cash alone wins the game.',0,2,1,1,4,-4,4.519,-3.021,2.698,-7.205,1,1,0,1,1,0,0,1,0,1,1.414755,0.883174,1.294642,1.482812,0.580032,1.503524,0.816678,0.85403,5.294201,1.998346,0.83522,2.818838,0.960882,1.83468,0.841224,0.675127,0.424963,0.690573,0.366667,-0.75,0,0,0
'Even in an incomplete state, the Ten-Tails possesses immense physical strength and is remarkably fast, despite its tremendous size.',3,2,3,1,2,-1,2.191,-3.761,4.666,-2.719,0,0,0,0,0,0,0,1,0,3,0.798032,0.68788,0.627538,0.697872,0.347726,0.784173,0.423628,0.747248,3.110211,1.440633,0.455631,1.319682,0.528343,2.121638,1.635315,1.249689,0.80743,1.580272,0.873521,-0.686012,0,0,0
'@WhiteJennyB @EmreUslu jenny white  u r the dumbest here .. What r u trying ? Get lost..',1,2,0,1,0,-3,1.66,-2.401,0.853,-5.769,0,1,0,0,1,1,0,1,1,1,0.882484,0.551053,0.889566,0.729035,0.30017,0.330239,0.278907,0.574288,3.086279,0.945795,0.762218,0.377539,0.359096,0.354839,0,0.707856,1.23466,0,0.078951,-1.396776,0,0,0
'Today is gonna be terrible I can feel it',0,1,0,1,0,-3,0.329,-3.581,0.485,-2.892,1,0,1,1,0,1,0,0,1,0,0.240624,0.344443,0.178521,0.225026,0.202188,0.158023,0.19755,0.30122,1.10359,0.528978,0.048627,0.106641,0.415709,0.44557,0.193005,0.747369,0.244299,0.00966,0.391667,-0.972917,0,0,0
'@annakingradio Is that the new studio kit? I\"d be terrified of pressing the wrong button and launching something dangerous! 😊',1,3,0,2,0,-7,4.382,-3.146,3.638,-4.541,0,0,0,1,0,0,0,0,2,0,1.230048,0.825015,1.501001,1.790398,0.573145,0.986216,0.429669,0.581191,4.277369,1.748265,1.006242,1.194307,0.85182,3.142337,0.470908,0,0.877907,0.00966,0.244048,-2.882143,0,0,0
'@TheEllenShow I follow you bc your TV show keeps me laughing🤣.  When you #startle your guest sitting on that couch...booo...',0,0,0,0,0,0,5.711,-5.529,3.356,-3.604,0,0,0,0,0,1,0,1,0,0,1.165088,0.72116,1.374216,0.957105,0.748101,0.738082,0.401784,0.996028,4.665155,2.085034,1.342716,1.157754,1.362128,0,0.590098,0.4762,1.697562,1.46091,0.357525,-0.375,0,0,0
'again i realize some of you may worry about me being gone so long! fear not, for i have made a new life for myself in the sewers,',0,3,0,2,0,-5,4.64,-5.49,3.422,-3.769,1,2,0,2,0,1,0,0,2,0,1.261945,1.340661,1.124924,1.310572,1.102142,1.000588,0.809442,1.3633,6.266918,3.937728,0.649183,0.874102,0.416273,2.723404,1.500464,0.879405,0.307568,1.703606,0.946267,-2.268056,0,0,1
'Just passed a bus with an advert for Paw Patrol live on it. I need therapy after just thinking about taking miss e to it. .',3,1,0,1,0,-2,2.196,-5.06,3.892,-3.024,0,0,0,0,0,0,0,1,0,0,0.965164,1.295033,0.695757,0.929944,0.869702,0.466821,0.672467,1.200604,4.342793,2.554196,0.857886,0.230985,0.639226,2.334207,1.48092,1.803926,0.757999,0,3.340923,-0.637698,0,0,0
'Alaina and I are at 90 days on our snap streak. So?',0,0,0,0,0,0,2.997,-1.895,1.082,-1.917,0,0,0,0,0,0,0,0,0,0,0.393553,0.424946,0.300066,0.410121,0.410199,0.209125,0.205167,0.397256,1.575599,1.035029,0.255085,0.406419,0.272217,0.488722,0.363782,0.929209,0.701866,0.245606,0.153323,-0.125,0,0,0
'@JuliaHB1 @talkRADIO culture &amp; language already protected.\n£ on \"promoting Welsh\" better spent on Tourism or our dreadful schools ed record',1,1,1,1,4,-3,4.769,-3.999,2.775,-5.079,1,1,1,1,0,1,0,1,2,1,0.66093,0.733778,0.401431,0.704974,0.700105,0.218026,0.268208,1.48361,2.224162,2.782644,0.867755,2.118671,1.443454,1.15653,1.349505,0,1.993804,0.322509,2.931696,-1.604167,0,0,0
'aleesha—kitchen sink, twenty one pilots (!!)',0,0,0,1,0,0,0.261,-1.651,0.387,-0.308,0,0,0,0,0,0,0,0,0,0,0.122266,0.107038,0.055248,0.120445,0.062026,0.053424,0.056175,0.147309,0.533201,0.30931,0.207924,0.563502,1.13799,0.160194,0,0,0.112634,0,0.08125,0,0,0,0
'@rachelkennedy84 @callummay @Ned_Donovan @JeyyLowe @jimwaterson @dats Can it do the bell ringing and incense at consecration?',0,1,0,1,0,-2,1.635,-1.102,2.692,-1.481,1,1,0,0,1,1,0,1,1,1,0.405545,0.37159,0.467157,0.410694,0.264216,0.120907,0.180801,0.336181,1.533081,0.77761,0.755085,0.020253,0.241448,0.156123,1.580497,0,0.129701,0,0.322917,-0.021635,0,0,0
'🇿🇦has become a place where people even the most timid of us all are baying for blood around every corner.',1,2,0,1,0,-2,1.889,-1.323,1.015,-2.616,0,0,0,1,0,1,0,0,1,0,0.802462,0.668605,0.827293,0.773374,0.650423,0.425166,0.374576,0.893301,2.728147,2.114779,0.933059,0.264251,1.281576,0.702553,0.340889,0.170039,0.071889,0.397968,1.107292,-0.049282,0,0,0
'@jamesmb @DonaldJTrumpJr His knife is clean. He is tough enough to fire a gun, but not tough enough to get his hands dirty. #awful',1,2,5,2,2,-5,0.684,-4.541,1.087,-11.295,1,0,1,2,1,2,0,1,4,1,0.977443,0.61137,0.662175,0.820889,0.339011,0.522324,0.286545,0.671385,3.721101,1.854237,0.785736,0,4.641392,0.924259,0,0.953793,0.618436,1.724849,0.896436,-4.365827,0,0,1
'And I\"m really pissed the fuck off because I do a good job of keeping my kid well because I don\"t like to see her sick and sad.',4,2,3,3,5,-12,3.225,-11.521,2.831,-7.944,0,1,1,0,1,1,1,2,1,3,3.508293,1.129596,2.469782,2.681863,0.807354,2.493265,0.825867,1.145742,9.542602,2.786954,3.280688,0.481936,2.350707,0.347491,0.344825,1.545469,1.134623,0,6.060425,-3.326807,0,0,0
'@AGlyndwr @TeaPainUSA All I know is the sentence will start with \"look...\" like any high school punk would start a threat.',2,1,1,2,2,-4,3.68,-2.018,1.694,-3.03,2,3,1,2,0,1,0,1,2,0,1.161829,0.694007,1.216311,1.230132,0.460321,0.467382,0.456709,0.741433,4.530047,1.315257,0.305907,0.735865,1.168163,1.930807,0.124434,0,0.793729,0.581613,1.949315,-1.085179,0,0,0
'My boyfriend is my whole world 😭',0,0,0,0,0,0,0.551,-1.317,1.565,0,0,0,0,0,0,0,0,0,0,0,0.262981,0.18336,0.217462,0.186438,0.176618,0.139512,0.079569,0.336673,1.089565,0.523959,0.095109,0,0.232434,0,0.422694,0,0.182177,0,0.43125,-0.1875,0,0,0
'You would think booking a holiday for 2 you\"d be sat next to each other on the bloody plane #fuming 😡@ThomsonHolidays',0,1,0,1,0,-3,3.164,-2.773,1.843,-4.863,1,1,1,1,1,1,0,0,1,1,0.918933,0.933655,0.715561,0.972174,0.803139,0.365151,0.505389,1.053173,3.288562,2.601519,2.273503,0.588503,0.312069,1.649291,0.854496,0.181219,0.822897,0.507574,0.400811,-0.822917,0,0,0
'3 and a half hour more 😤 #EXO',0,0,0,0,0,0,0.221,-1.089,1.293,-0.104,0,0,0,0,0,0,0,0,0,0,0.123937,0.169049,0.134228,0.127322,0.169978,0.054911,0.069293,0.156312,0.540716,0.698126,0.130315,0,0,0.090368,0.114327,0,0.28983,0,0,-0.166667,0,0,0
'Look upon mine #affliction &amp; my ​​​#pain​; &amp; forgive all my sins. -Ps 25:18',1,0,0,0,1,-2,2.229,-1.164,1.946,-4.017,0,0,0,0,0,0,0,0,0,1,0.630969,0.554273,0.353556,0.641638,0.553686,0.479006,0.324741,0.719922,2.126001,1.407,0.790137,0.002334,0.22441,0.371503,0.435112,1.693094,0.081258,1.629325,0.5,-0.082134,0,0,0
'@wengzyjb I don\"t even know na naa koy beautiful nightmare hahahaha oks',2,1,1,1,5,0,3.63,-2.731,2.223,-4.279,0,0,0,1,1,0,0,1,1,2,0.759241,0.39269,0.560673,0.603808,0.221016,0.26128,0.342242,0.637179,2.868721,0.807411,0.327158,0,0.637889,1.348009,1.418146,0.071703,0.490397,1.029107,1.267321,-0.270833,0,0,0
'Migraine hangover has to be the worst thing ever 😣 #burst',0,1,0,1,0,-3,0.112,-4.915,1.097,-2.552,0,0,0,0,0,0,0,0,0,0,0.889798,0.443897,1.388569,1.225649,0.261227,1.513876,0.57168,0.271205,3.456037,0.714466,0.385031,0,0.630504,0.2841,1.174602,0,0.583392,0.00966,0.0625,-1.91369,0,0,0
'Coulda sworn it was Interview With A Vampire. Hmmm......Mandela Effect anyone? \n#interviewwithavampire #annerice #books #horror #ilovevamps',1,0,0,0,0,0,2.293,-2.801,3.546,-5.719,1,0,1,1,0,0,0,0,1,0,0.75309,0.67765,0.61205,0.865991,0.411529,0.438214,0.446214,0.649252,3.173498,1.192163,0.822286,2.341075,0.525912,2.288326,1.282948,0.960867,1.369353,0,0.041667,-0.275298,0,0,0
'@President1Trump The ignorance of the left is shocking',0,2,0,2,0,-4,0.338,-1.553,0.428,-4.465,0,0,0,0,0,0,0,0,1,0,0.718646,0.197286,0.802114,0.626377,0.082533,0.334791,0.313231,0.110344,1.924982,0.225691,0.084443,0.228654,1.163412,0.463095,0,0.461324,0.00592,0.322004,0.25,-0.166667,0,0,0
'@3lectric5heep Well that must sting doesn\"t it @CNN ?',1,1,1,1,0,0,1.041,-1.869,1.257,-5.037,1,0,0,1,0,0,0,0,1,0,0.507969,0.358503,0.605412,0.601129,0.215356,0.21615,0.233223,0.463394,2.159923,1.028922,0.589758,0,0.180905,0,0,0.008584,0.529576,0,1.820469,-1.685417,0,0,0
'Hearing the Song by Phone glued to ears like if the singer spoke to me... #mad #mad hahah',1,0,1,0,2,0,3.297,-2.314,1.46,-7.698,0,0,0,1,0,0,0,0,2,0,0.881192,0.448781,1.145475,1.059975,0.309909,0.380482,0.278536,0.526079,3.576949,1.168241,3.097064,0.83207,0.788174,1.022418,0.125697,1.538736,2.411615,0.134473,0.76875,-0.166667,0,0,0
'@ThomasEWoods I would like to hear a podcast of you going off refuting her entire article. Extra indignation please.',2,1,1,2,3,-2,2.291,-1.497,2.444,-2.675,1,0,1,0,0,0,0,0,1,1,0.814867,0.698801,0.839355,0.84785,0.515235,0.40585,0.258927,0.975846,3.174208,1.932003,0.636709,2.13592,0.856258,0.592763,0.370725,0,0.392368,0.166457,1.310417,-1.435417,0,0,0
'Hey @NHSEngland imagine being blue lighted to hospital unable to breathe only to be dumped in a cubicle and not seen for 4 hours #horrendous',0,1,0,2,0,-4,1.798,-8.532,2.548,-8.416,0,0,0,1,0,3,0,1,1,0,1.158522,0.776354,0.893195,1.063391,0.709303,1.111137,0.513459,1.107365,3.894504,2.737819,0.687569,0.20884,0.70235,2.263406,0.611285,0.703201,1.554906,0.00966,0.371528,-1.792361,0,0,1
'Wrapped In This Burrito, Gotta Sweat This All Out 😰',0,0,0,0,0,0,0.686,-0.929,2.176,-0.386,0,0,0,1,0,0,0,0,0,0,0.484726,0.460257,0.343651,0.347018,0.295121,0.183243,0.227683,0.352425,1.641064,0.97252,0.20125,0,0.68287,0.487279,0.699738,0.29877,0.392022,0.114534,0.416667,-0.730114,0,0,0
'@TheDemonWriter #terrible lol I\"m kidding',0,0,0,0,3,0,1.488,-0.436,0,-6.925,0,0,0,0,0,0,0,0,0,0,0.279527,0.145002,0.374025,0.320594,0.123462,0.120027,0.082647,0.209377,1.361152,0.369995,0.768642,0.151824,1.29205,0,0,0.228152,0.247315,0,0,-0.125,0,0,0
'#anxious don\"t know why ................. #worry 😶 slowly going #mad hahahahahahahahaha',0,1,0,1,0,0,1.362,-2.244,0.086,-8.707,0,0,0,0,0,0,0,1,0,1,0.759212,0.332766,0.65754,0.655475,0.134646,0.383865,0.283774,0.343303,2.680716,0.479169,1.872781,0,0.277033,3.690945,0.079511,1.738968,0,0,0.523571,-0.333333,0,0,0
'Hes no even scared of em anymore 😂',1,1,0,1,0,-3,0.496,-4.213,0.141,-3.731,0,0,0,0,0,0,0,0,0,0,0.894584,0.168645,1.005865,1.154295,0.073536,1.112195,0.140766,0.21375,3.354005,0.333201,0.279516,0,0.531765,1.572737,0,1.026705,0,0.619348,0.160417,-0.447917,0,0,1
'If you are going to be a nurse, learn to be a nice patient person, Jesus 🙃 ',2,0,2,0,4,0,3.976,-0.62,1.96,-3.446,0,1,0,0,0,0,0,1,0,3,0.515098,0.983812,0.465443,0.607619,1.32817,0.271719,0.498263,1.471474,2.149073,3.474565,0.386271,0.319421,0.996627,0.383139,1.391487,0,0.273918,1.898021,1.246726,-0.416667,0,0,0
'Leviticus 19:14\nYou shall not curse the #deaf or put a stumbling #block before the #blind, but you shall #fear your #God: I am the [1/2]',0,1,0,1,0,-1,5.745,-3.782,6.704,-11.111,1,0,1,1,0,1,0,0,1,0,1.281396,1.305356,1.169167,1.233261,0.992653,0.727442,0.420958,1.64818,5.027346,3.570144,0.863679,0.832086,0.485247,3.291009,2.095779,0.117649,0,2.913634,0.013889,-1.239583,0,0,1
'@MailSport Stunningly bad #horrible',1,1,1,1,0,-3,0.965,-1.297,0,-4.361,1,0,1,1,0,1,0,0,1,0,0.00557,0.017315,0.016224,0.011093,0.058563,0.01315,0.015889,0.049315,0.054946,0.257306,0,0,1.245467,0,0,0.550534,0.126916,0,0.125,-1.89508,0,0,0
'Please stop ruining my depressing memes with your positivity and optimism',2,1,1,2,3,-5,5.072,-4.292,3.337,-4.735,0,1,1,0,1,1,1,1,1,1,0.663591,0.751939,0.464205,0.424806,0.857354,0.553405,0.24592,0.926992,2.136488,1.757501,1.44864,0,0.23203,0.381029,1.525463,1.679451,0.660914,1.659508,0.966667,-0.473327,0,0,0
